Rótulos de Linha;Soma de Quantity;Soma de Tax 5%;Soma de Total;Soma de Unit price;Soma de cogs;Soma de gross margin percentage;Soma de gross income;Soma de Rating
13;1;3,0435;63,9135;60,87;60,87;4,761904762;3,0435;5,5
443-82-0585;4;15,536;326,256;77,68;310,72;4,761904762;15,536;8,4
A;4;15,536;326,256;77,68;310,72;4,761904762;15,536;8,4
Yangon;4;15,536;326,256;77,68;310,72;4,761904762;15,536;8,4
Member;4;15,536;326,256;77,68;310,72;4,761904762;15,536;8,4
Female;4;15,536;326,256;77,68;310,72;4,761904762;15,536;8,4
Health and beauty;4;15,536;326,256;77,68;310,72;4,761904762;15,536;8,4
02/01/2019;4;15,536;326,256;77,68;310,72;4,761904762;15,536;8,4
19;4;15,536;326,256;77,68;310,72;4,761904762;15,536;8,4
445-30-9252;3;3,855;80,955;25,7;77,1;4,761904762;3,855;6,1
A;3;3,855;80,955;25,7;77,1;4,761904762;3,855;6,1
Yangon;3;3,855;80,955;25,7;77,1;4,761904762;3,855;6,1
Normal;3;3,855;80,955;25,7;77,1;4,761904762;3,855;6,1
Male;3;3,855;80,955;25,7;77,1;4,761904762;3,855;6,1
Sports and travel;3;3,855;80,955;25,7;77,1;4,761904762;3,855;6,1
1/17/2019;3;3,855;80,955;25,7;77,1;4,761904762;3,855;6,1
17;3;3,855;80,955;25,7;77,1;4,761904762;3,855;6,1
446-47-6729;2;9,982;209,622;99,82;199,64;4,761904762;9,982;6,7
C;2;9,982;209,622;99,82;199,64;4,761904762;9,982;6,7
Naypyitaw;2;9,982;209,622;99,82;199,64;4,761904762;9,982;6,7
Normal;2;9,982;209,622;99,82;199,64;4,761904762;9,982;6,7
Male;2;9,982;209,622;99,82;199,64;4,761904762;9,982;6,7
Fashion accessories;2;9,982;209,622;99,82;199,64;4,761904762;9,982;6,7
01/02/2019;2;9,982;209,622;99,82;199,64;4,761904762;9,982;6,7
18;2;9,982;209,622;99,82;199,64;4,761904762;9,982;6,7
447-15-7839;10;11,12;233,52;22,24;222,4;4,761904762;11,12;4,2
A;10;11,12;233,52;22,24;222,4;4,761904762;11,12;4,2
Yangon;10;11,12;233,52;22,24;222,4;4,761904762;11,12;4,2
Member;10;11,12;233,52;22,24;222,4;4,761904762;11,12;4,2
Female;10;11,12;233,52;22,24;222,4;4,761904762;11,12;4,2
Sports and travel;10;11,12;233,52;22,24;222,4;4,761904762;11,12;4,2
02/09/2019;10;11,12;233,52;22,24;222,4;4,761904762;11,12;4,2
11;10;11,12;233,52;22,24;222,4;4,761904762;11,12;4,2
448-34-8700;7;12,9185;271,2885;36,91;258,37;4,761904762;12,9185;6,7
B;7;12,9185;271,2885;36,91;258,37;4,761904762;12,9185;6,7
Mandalay;7;12,9185;271,2885;36,91;258,37;4,761904762;12,9185;6,7
Member;7;12,9185;271,2885;36,91;258,37;4,761904762;12,9185;6,7
Male;7;12,9185;271,2885;36,91;258,37;4,761904762;12,9185;6,7
Home and lifestyle;7;12,9185;271,2885;36,91;258,37;4,761904762;12,9185;6,7
02/10/2019;7;12,9185;271,2885;36,91;258,37;4,761904762;12,9185;6,7
13;7;12,9185;271,2885;36,91;258,37;4,761904762;12,9185;6,7
448-61-3783;8;36,008;756,168;90,02;720,16;4,761904762;36,008;4,5
A;8;36,008;756,168;90,02;720,16;4,761904762;36,008;4,5
Yangon;8;36,008;756,168;90,02;720,16;4,761904762;36,008;4,5
Normal;8;36,008;756,168;90,02;720,16;4,761904762;36,008;4,5
Female;8;36,008;756,168;90,02;720,16;4,761904762;36,008;4,5
Electronic accessories;8;36,008;756,168;90,02;720,16;4,761904762;36,008;4,5
3/21/2019;8;36,008;756,168;90,02;720,16;4,761904762;36,008;4,5
16;8;36,008;756,168;90,02;720,16;4,761904762;36,008;4,5
448-81-5016;2;5,977;125,517;59,77;119,54;4,761904762;5,977;5,8
A;2;5,977;125,517;59,77;119,54;4,761904762;5,977;5,8
Yangon;2;5,977;125,517;59,77;119,54;4,761904762;5,977;5,8
Normal;2;5,977;125,517;59,77;119,54;4,761904762;5,977;5,8
Male;2;5,977;125,517;59,77;119,54;4,761904762;5,977;5,8
Health and beauty;2;5,977;125,517;59,77;119,54;4,761904762;5,977;5,8
03/11/2019;2;5,977;125,517;59,77;119,54;4,761904762;5,977;5,8
12;2;5,977;125,517;59,77;119,54;4,761904762;5,977;5,8
449-16-6770;5;12,6975;266,6475;50,79;253,95;4,761904762;12,6975;5,3
A;5;12,6975;266,6475;50,79;253,95;4,761904762;12,6975;5,3
Yangon;5;12,6975;266,6475;50,79;253,95;4,761904762;12,6975;5,3
Normal;5;12,6975;266,6475;50,79;253,95;4,761904762;12,6975;5,3
Male;5;12,6975;266,6475;50,79;253,95;4,761904762;12,6975;5,3
Health and beauty;5;12,6975;266,6475;50,79;253,95;4,761904762;12,6975;5,3
2/19/2019;5;12,6975;266,6475;50,79;253,95;4,761904762;12,6975;5,3
14;5;12,6975;266,6475;50,79;253,95;4,761904762;12,6975;5,3
449-27-2918;1;1,956;41,076;39,12;39,12;4,761904762;1,956;9,6
B;1;1,956;41,076;39,12;39,12;4,761904762;1,956;9,6
Mandalay;1;1,956;41,076;39,12;39,12;4,761904762;1,956;9,6
Member;1;1,956;41,076;39,12;39,12;4,761904762;1,956;9,6
Female;1;1,956;41,076;39,12;39,12;4,761904762;1,956;9,6
Sports and travel;1;1,956;41,076;39,12;39,12;4,761904762;1,956;9,6
3/26/2019;1;1,956;41,076;39,12;39,12;4,761904762;1,956;9,6
11;1;1,956;41,076;39,12;39,12;4,761904762;1,956;9,6
450-28-2866;5;4,36;91,56;17,44;87,2;4,761904762;4,36;8,1
C;5;4,36;91,56;17,44;87,2;4,761904762;4,36;8,1
Naypyitaw;5;4,36;91,56;17,44;87,2;4,761904762;4,36;8,1
Member;5;4,36;91,56;17,44;87,2;4,761904762;4,36;8,1
Male;5;4,36;91,56;17,44;87,2;4,761904762;4,36;8,1
Food and beverages;5;4,36;91,56;17,44;87,2;4,761904762;4,36;8,1
1/15/2019;5;4,36;91,56;17,44;87,2;4,761904762;4,36;8,1
19;5;4,36;91,56;17,44;87,2;4,761904762;4,36;8,1
450-42-3339;10;42,305;888,405;84,61;846,1;4,761904762;42,305;8,8
C;10;42,305;888,405;84,61;846,1;4,761904762;42,305;8,8
Naypyitaw;10;42,305;888,405;84,61;846,1;4,761904762;42,305;8,8
Normal;10;42,305;888,405;84,61;846,1;4,761904762;42,305;8,8
Male;10;42,305;888,405;84,61;846,1;4,761904762;42,305;8,8
Health and beauty;10;42,305;888,405;84,61;846,1;4,761904762;42,305;8,8
02/09/2019;10;42,305;888,405;84,61;846,1;4,761904762;42,305;8,8
18;10;42,305;888,405;84,61;846,1;4,761904762;42,305;8,8
451-28-5717;6;24,951;523,971;83,17;499,02;4,761904762;24,951;7,3
C;6;24,951;523,971;83,17;499,02;4,761904762;24,951;7,3
Naypyitaw;6;24,951;523,971;83,17;499,02;4,761904762;24,951;7,3
Member;6;24,951;523,971;83,17;499,02;4,761904762;24,951;7,3
Female;6;24,951;523,971;83,17;499,02;4,761904762;24,951;7,3
Home and lifestyle;6;24,951;523,971;83,17;499,02;4,761904762;24,951;7,3
3/20/2019;6;24,951;523,971;83,17;499,02;4,761904762;24,951;7,3
11;6;24,951;523,971;83,17;499,02;4,761904762;24,951;7,3
451-73-2711;1;4,2415;89,0715;84,83;84,83;4,761904762;4,2415;8,8
C;1;4,2415;89,0715;84,83;84,83;4,761904762;4,2415;8,8
Naypyitaw;1;4,2415;89,0715;84,83;84,83;4,761904762;4,2415;8,8
Normal;1;4,2415;89,0715;84,83;84,83;4,761904762;4,2415;8,8
Male;1;4,2415;89,0715;84,83;84,83;4,761904762;4,2415;8,8
Food and beverages;1;4,2415;89,0715;84,83;84,83;4,761904762;4,2415;8,8
1/14/2019;1;4,2415;89,0715;84,83;84,83;4,761904762;4,2415;8,8
15;1;4,2415;89,0715;84,83;84,83;4,761904762;4,2415;8,8
452-04-8808;7;30,478;640,038;87,08;609,56;4,761904762;30,478;5,5
B;7;30,478;640,038;87,08;609,56;4,761904762;30,478;5,5
Mandalay;7;30,478;640,038;87,08;609,56;4,761904762;30,478;5,5
Normal;7;30,478;640,038;87,08;609,56;4,761904762;30,478;5,5
Male;7;30,478;640,038;87,08;609,56;4,761904762;30,478;5,5
Electronic accessories;7;30,478;640,038;87,08;609,56;4,761904762;30,478;5,5
1/26/2019;7;30,478;640,038;87,08;609,56;4,761904762;30,478;5,5
15;7;30,478;640,038;87,08;609,56;4,761904762;30,478;5,5
453-12-7053;3;6,861;144,081;45,74;137,22;4,761904762;6,861;6,5
C;3;6,861;144,081;45,74;137,22;4,761904762;6,861;6,5
Naypyitaw;3;6,861;144,081;45,74;137,22;4,761904762;6,861;6,5
Normal;3;6,861;144,081;45,74;137,22;4,761904762;6,861;6,5
Male;3;6,861;144,081;45,74;137,22;4,761904762;6,861;6,5
Fashion accessories;3;6,861;144,081;45,74;137,22;4,761904762;6,861;6,5
03/10/2019;3;6,861;144,081;45,74;137,22;4,761904762;6,861;6,5
17;3;6,861;144,081;45,74;137,22;4,761904762;6,861;6,5
453-33-6436;8;37,248;782,208;93,12;744,96;4,761904762;37,248;6,8
A;8;37,248;782,208;93,12;744,96;4,761904762;37,248;6,8
Yangon;8;37,248;782,208;93,12;744,96;4,761904762;37,248;6,8
Normal;8;37,248;782,208;93,12;744,96;4,761904762;37,248;6,8
Female;8;37,248;782,208;93,12;744,96;4,761904762;37,248;6,8
Home and lifestyle;8;37,248;782,208;93,12;744,96;4,761904762;37,248;6,8
02/07/2019;8;37,248;782,208;93,12;744,96;4,761904762;37,248;6,8
10;8;37,248;782,208;93,12;744,96;4,761904762;37,248;6,8
453-63-6187;3;4,125;86,625;27,5;82,5;4,761904762;4,125;6,5
B;3;4,125;86,625;27,5;82,5;4,761904762;4,125;6,5
Mandalay;3;4,125;86,625;27,5;82,5;4,761904762;4,125;6,5
Normal;3;4,125;86,625;27,5;82,5;4,761904762;4,125;6,5
Male;3;4,125;86,625;27,5;82,5;4,761904762;4,125;6,5
Electronic accessories;3;4,125;86,625;27,5;82,5;4,761904762;4,125;6,5
03/01/2019;3;4,125;86,625;27,5;82,5;4,761904762;4,125;6,5
15;3;4,125;86,625;27,5;82,5;4,761904762;4,125;6,5
457-12-0244;6;10,566;221,886;35,22;211,32;4,761904762;10,566;6,5
C;6;10,566;221,886;35,22;211,32;4,761904762;10,566;6,5
Naypyitaw;6;10,566;221,886;35,22;211,32;4,761904762;10,566;6,5
Member;6;10,566;221,886;35,22;211,32;4,761904762;10,566;6,5
Female;6;10,566;221,886;35,22;211,32;4,761904762;10,566;6,5
Sports and travel;6;10,566;221,886;35,22;211,32;4,761904762;10,566;6,5
3/14/2019;6;10,566;221,886;35,22;211,32;4,761904762;10,566;6,5
13;6;10,566;221,886;35,22;211,32;4,761904762;10,566;6,5
457-13-1708;10;32,615;684,915;65,23;652,3;4,761904762;32,615;5,2
B;10;32,615;684,915;65,23;652,3;4,761904762;32,615;5,2
Mandalay;10;32,615;684,915;65,23;652,3;4,761904762;32,615;5,2
Member;10;32,615;684,915;65,23;652,3;4,761904762;32,615;5,2
Male;10;32,615;684,915;65,23;652,3;4,761904762;32,615;5,2
Fashion accessories;10;32,615;684,915;65,23;652,3;4,761904762;32,615;5,2
01/08/2019;10;32,615;684,915;65,23;652,3;4,761904762;32,615;5,2
19;10;32,615;684,915;65,23;652,3;4,761904762;32,615;5,2
457-94-0464;9;39,5415;830,3715;87,87;790,83;4,761904762;39,5415;5,6
B;9;39,5415;830,3715;87,87;790,83;4,761904762;39,5415;5,6
Mandalay;9;39,5415;830,3715;87,87;790,83;4,761904762;39,5415;5,6
Member;9;39,5415;830,3715;87,87;790,83;4,761904762;39,5415;5,6
Male;9;39,5415;830,3715;87,87;790,83;4,761904762;39,5415;5,6
Electronic accessories;9;39,5415;830,3715;87,87;790,83;4,761904762;39,5415;5,6
1/31/2019;9;39,5415;830,3715;87,87;790,83;4,761904762;39,5415;5,6
20;9;39,5415;830,3715;87,87;790,83;4,761904762;39,5415;5,6
458-10-8612;7;22,428;470,988;64,08;448,56;4,761904762;22,428;7,6
C;7;22,428;470,988;64,08;448,56;4,761904762;22,428;7,6
Naypyitaw;7;22,428;470,988;64,08;448,56;4,761904762;22,428;7,6
Normal;7;22,428;470,988;64,08;448,56;4,761904762;22,428;7,6
Male;7;22,428;470,988;64,08;448,56;4,761904762;22,428;7,6
Health and beauty;7;22,428;470,988;64,08;448,56;4,761904762;22,428;7,6
1/20/2019;7;22,428;470,988;64,08;448,56;4,761904762;22,428;7,6
12;7;22,428;470,988;64,08;448,56;4,761904762;22,428;7,6
458-41-1477;6;13,878;291,438;46,26;277,56;4,761904762;13,878;9,5
C;6;13,878;291,438;46,26;277,56;4,761904762;13,878;9,5
Naypyitaw;6;13,878;291,438;46,26;277,56;4,761904762;13,878;9,5
Normal;6;13,878;291,438;46,26;277,56;4,761904762;13,878;9,5
Female;6;13,878;291,438;46,26;277,56;4,761904762;13,878;9,5
Health and beauty;6;13,878;291,438;46,26;277,56;4,761904762;13,878;9,5
03/08/2019;6;13,878;291,438;46,26;277,56;4,761904762;13,878;9,5
17;6;13,878;291,438;46,26;277,56;4,761904762;13,878;9,5
458-61-0011;4;12,06;253,26;60,3;241,2;4,761904762;12,06;5,8
B;4;12,06;253,26;60,3;241,2;4,761904762;12,06;5,8
Mandalay;4;12,06;253,26;60,3;241,2;4,761904762;12,06;5,8
Normal;4;12,06;253,26;60,3;241,2;4,761904762;12,06;5,8
Male;4;12,06;253,26;60,3;241,2;4,761904762;12,06;5,8
Food and beverages;4;12,06;253,26;60,3;241,2;4,761904762;12,06;5,8
2/20/2019;4;12,06;253,26;60,3;241,2;4,761904762;12,06;5,8
18;4;12,06;253,26;60,3;241,2;4,761904762;12,06;5,8
459-45-2396;3;14,94;313,74;99,6;298,8;4,761904762;14,94;5,8
A;3;14,94;313,74;99,6;298,8;4,761904762;14,94;5,8
Yangon;3;14,94;313,74;99,6;298,8;4,761904762;14,94;5,8
Member;3;14,94;313,74;99,6;298,8;4,761904762;14,94;5,8
Female;3;14,94;313,74;99,6;298,8;4,761904762;14,94;5,8
Food and beverages;3;14,94;313,74;99,6;298,8;4,761904762;14,94;5,8
2/25/2019;3;14,94;313,74;99,6;298,8;4,761904762;14,94;5,8
18;3;14,94;313,74;99,6;298,8;4,761904762;14,94;5,8
459-50-7686;6;7,038;147,798;23,46;140,76;4,761904762;7,038;6,4
A;6;7,038;147,798;23,46;140,76;4,761904762;7,038;6,4
Yangon;6;7,038;147,798;23,46;140,76;4,761904762;7,038;6,4
Normal;6;7,038;147,798;23,46;140,76;4,761904762;7,038;6,4
Female;6;7,038;147,798;23,46;140,76;4,761904762;7,038;6,4
Electronic accessories;6;7,038;147,798;23,46;140,76;4,761904762;7,038;6,4
1/13/2019;6;7,038;147,798;23,46;140,76;4,761904762;7,038;6,4
19;6;7,038;147,798;23,46;140,76;4,761904762;7,038;6,4
460-35-4390;3;4,602;96,642;30,68;92,04;4,761904762;4,602;9,1
A;3;4,602;96,642;30,68;92,04;4,761904762;4,602;9,1
Yangon;3;4,602;96,642;30,68;92,04;4,761904762;4,602;9,1
Normal;3;4,602;96,642;30,68;92,04;4,761904762;4,602;9,1
Male;3;4,602;96,642;30,68;92,04;4,761904762;4,602;9,1
Home and lifestyle;3;4,602;96,642;30,68;92,04;4,761904762;4,602;9,1
1/22/2019;3;4,602;96,642;30,68;92,04;4,761904762;4,602;9,1
11;3;4,602;96,642;30,68;92,04;4,761904762;4,602;9,1
460-93-5834;7;15,953;335,013;45,58;319,06;4,761904762;15,953;5
A;7;15,953;335,013;45,58;319,06;4,761904762;15,953;5
Yangon;7;15,953;335,013;45,58;319,06;4,761904762;15,953;5
Normal;7;15,953;335,013;45,58;319,06;4,761904762;15,953;5
Male;7;15,953;335,013;45,58;319,06;4,761904762;15,953;5
Sports and travel;7;15,953;335,013;45,58;319,06;4,761904762;15,953;5
1/13/2019;7;15,953;335,013;45,58;319,06;4,761904762;15,953;5
10;7;15,953;335,013;45,58;319,06;4,761904762;15,953;5
462-67-9126;6;21,966;461,286;73,22;439,32;4,761904762;21,966;7,2
A;6;21,966;461,286;73,22;439,32;4,761904762;21,966;7,2
Yangon;6;21,966;461,286;73,22;439,32;4,761904762;21,966;7,2
Normal;6;21,966;461,286;73,22;439,32;4,761904762;21,966;7,2
Male;6;21,966;461,286;73,22;439,32;4,761904762;21,966;7,2
Home and lifestyle;6;21,966;461,286;73,22;439,32;4,761904762;21,966;7,2
1/21/2019;6;21,966;461,286;73,22;439,32;4,761904762;21,966;7,2
17;6;21,966;461,286;73,22;439,32;4,761904762;21,966;7,2
462-78-5240;2;2,661;55,881;26,61;53,22;4,761904762;2,661;4,2
C;2;2,661;55,881;26,61;53,22;4,761904762;2,661;4,2
Naypyitaw;2;2,661;55,881;26,61;53,22;4,761904762;2,661;4,2
Normal;2;2,661;55,881;26,61;53,22;4,761904762;2,661;4,2
Female;2;2,661;55,881;26,61;53,22;4,761904762;2,661;4,2
Electronic accessories;2;2,661;55,881;26,61;53,22;4,761904762;2,661;4,2
3/19/2019;2;2,661;55,881;26,61;53,22;4,761904762;2,661;4,2
14;2;2,661;55,881;26,61;53,22;4,761904762;2,661;4,2
466-61-5506;6;27,21;571,41;90,7;544,2;4,761904762;27,21;5,3
B;6;27,21;571,41;90,7;544,2;4,761904762;27,21;5,3
Mandalay;6;27,21;571,41;90,7;544,2;4,761904762;27,21;5,3
Member;6;27,21;571,41;90,7;544,2;4,761904762;27,21;5,3
Female;6;27,21;571,41;90,7;544,2;4,761904762;27,21;5,3
Electronic accessories;6;27,21;571,41;90,7;544,2;4,761904762;27,21;5,3
2/26/2019;6;27,21;571,41;90,7;544,2;4,761904762;27,21;5,3
10;6;27,21;571,41;90,7;544,2;4,761904762;27,21;5,3
468-01-2051;7;21,728;456,288;62,08;434,56;4,761904762;21,728;5,4
B;7;21,728;456,288;62,08;434,56;4,761904762;21,728;5,4
Mandalay;7;21,728;456,288;62,08;434,56;4,761904762;21,728;5,4
Normal;7;21,728;456,288;62,08;434,56;4,761904762;21,728;5,4
Male;7;21,728;456,288;62,08;434,56;4,761904762;21,728;5,4
Food and beverages;7;21,728;456,288;62,08;434,56;4,761904762;21,728;5,4
03/06/2019;7;21,728;456,288;62,08;434,56;4,761904762;21,728;5,4
13;7;21,728;456,288;62,08;434,56;4,761904762;21,728;5,4
468-88-0009;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6
A;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6
Yangon;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6
Member;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6
Male;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6
Home and lifestyle;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6
3/24/2019;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6
10;4;13,188;276,948;65,94;263,76;4,761904762;13,188;6
468-99-7231;8;17,604;369,684;44,01;352,08;4,761904762;17,604;8,8
C;8;17,604;369,684;44,01;352,08;4,761904762;17,604;8,8
Naypyitaw;8;17,604;369,684;44,01;352,08;4,761904762;17,604;8,8
Normal;8;17,604;369,684;44,01;352,08;4,761904762;17,604;8,8
Female;8;17,604;369,684;44,01;352,08;4,761904762;17,604;8,8
Home and lifestyle;8;17,604;369,684;44,01;352,08;4,761904762;17,604;8,8
03/03/2019;8;17,604;369,684;44,01;352,08;4,761904762;17,604;8,8
17;8;17,604;369,684;44,01;352,08;4,761904762;17,604;8,8
470-31-3286;3;2,223;46,683;14,82;44,46;4,761904762;2,223;8,7
B;3;2,223;46,683;14,82;44,46;4,761904762;2,223;8,7
Mandalay;3;2,223;46,683;14,82;44,46;4,761904762;2,223;8,7
Normal;3;2,223;46,683;14,82;44,46;4,761904762;2,223;8,7
Male;3;2,223;46,683;14,82;44,46;4,761904762;2,223;8,7
Health and beauty;3;2,223;46,683;14,82;44,46;4,761904762;2,223;8,7
03/01/2019;3;2,223;46,683;14,82;44,46;4,761904762;2,223;8,7
11;3;2,223;46,683;14,82;44,46;4,761904762;2,223;8,7
470-32-9057;5;12,835;269,535;51,34;256,7;4,761904762;12,835;9,1
A;5;12,835;269,535;51,34;256,7;4,761904762;12,835;9,1
Yangon;5;12,835;269,535;51,34;256,7;4,761904762;12,835;9,1
Member;5;12,835;269,535;51,34;256,7;4,761904762;12,835;9,1
Male;5;12,835;269,535;51,34;256,7;4,761904762;12,835;9,1
Food and beverages;5;12,835;269,535;51,34;256,7;4,761904762;12,835;9,1
3/28/2019;5;12,835;269,535;51,34;256,7;4,761904762;12,835;9,1
15;5;12,835;269,535;51,34;256,7;4,761904762;12,835;9,1
471-06-8611;1;2,621;55,041;52,42;52,42;4,761904762;2,621;6,3
C;1;2,621;55,041;52,42;52,42;4,761904762;2,621;6,3
Naypyitaw;1;2,621;55,041;52,42;52,42;4,761904762;2,621;6,3
Normal;1;2,621;55,041;52,42;52,42;4,761904762;2,621;6,3
Female;1;2,621;55,041;52,42;52,42;4,761904762;2,621;6,3
Food and beverages;1;2,621;55,041;52,42;52,42;4,761904762;2,621;6,3
02/06/2019;1;2,621;55,041;52,42;52,42;4,761904762;2,621;6,3
10;1;2,621;55,041;52,42;52,42;4,761904762;2,621;6,3
471-41-2823;2;9,979;209,559;99,79;199,58;4,761904762;9,979;8
C;2;9,979;209,559;99,79;199,58;4,761904762;9,979;8
Naypyitaw;2;9,979;209,559;99,79;199,58;4,761904762;9,979;8
Normal;2;9,979;209,559;99,79;199,58;4,761904762;9,979;8
Male;2;9,979;209,559;99,79;199,58;4,761904762;9,979;8
Food and beverages;2;9,979;209,559;99,79;199,58;4,761904762;9,979;8
03/07/2019;2;9,979;209,559;99,79;199,58;4,761904762;9,979;8
20;2;9,979;209,559;99,79;199,58;4,761904762;9,979;8
472-15-9636;8;20,372;427,812;50,93;407,44;4,761904762;20,372;9,2
A;8;20,372;427,812;50,93;407,44;4,761904762;20,372;9,2
Yangon;8;20,372;427,812;50,93;407,44;4,761904762;20,372;9,2
Normal;8;20,372;427,812;50,93;407,44;4,761904762;20,372;9,2
Male;8;20,372;427,812;50,93;407,44;4,761904762;20,372;9,2
Home and lifestyle;8;20,372;427,812;50,93;407,44;4,761904762;20,372;9,2
3/22/2019;8;20,372;427,812;50,93;407,44;4,761904762;20,372;9,2
19;8;20,372;427,812;50,93;407,44;4,761904762;20,372;9,2
474-33-8305;7;23,5865;495,3165;67,39;471,73;4,761904762;23,5865;6,9
C;7;23,5865;495,3165;67,39;471,73;4,761904762;23,5865;6,9
Naypyitaw;7;23,5865;495,3165;67,39;471,73;4,761904762;23,5865;6,9
Member;7;23,5865;495,3165;67,39;471,73;4,761904762;23,5865;6,9
Male;7;23,5865;495,3165;67,39;471,73;4,761904762;23,5865;6,9
Fashion accessories;7;23,5865;495,3165;67,39;471,73;4,761904762;23,5865;6,9
3/23/2019;7;23,5865;495,3165;67,39;471,73;4,761904762;23,5865;6,9
13;7;23,5865;495,3165;67,39;471,73;4,761904762;23,5865;6,9
477-24-6490;6;29,913;628,173;99,71;598,26;4,761904762;29,913;7,9
B;6;29,913;628,173;99,71;598,26;4,761904762;29,913;7,9
Mandalay;6;29,913;628,173;99,71;598,26;4,761904762;29,913;7,9
Normal;6;29,913;628,173;99,71;598,26;4,761904762;29,913;7,9
Female;6;29,913;628,173;99,71;598,26;4,761904762;29,913;7,9
Health and beauty;6;29,913;628,173;99,71;598,26;4,761904762;29,913;7,9
2/26/2019;6;29,913;628,173;99,71;598,26;4,761904762;29,913;7,9
16;6;29,913;628,173;99,71;598,26;4,761904762;29,913;7,9
477-59-2456;7;15,904;333,984;45,44;318,08;4,761904762;15,904;9,2
C;7;15,904;333,984;45,44;318,08;4,761904762;15,904;9,2
Naypyitaw;7;15,904;333,984;45,44;318,08;4,761904762;15,904;9,2
Normal;7;15,904;333,984;45,44;318,08;4,761904762;15,904;9,2
Female;7;15,904;333,984;45,44;318,08;4,761904762;15,904;9,2
Fashion accessories;7;15,904;333,984;45,44;318,08;4,761904762;15,904;9,2
1/23/2019;7;15,904;333,984;45,44;318,08;4,761904762;15,904;9,2
11;7;15,904;333,984;45,44;318,08;4,761904762;15,904;9,2
478-06-7835;1;4,4845;94,1745;89,69;89,69;4,761904762;4,4845;4,9
A;1;4,4845;94,1745;89,69;89,69;4,761904762;4,4845;4,9
Yangon;1;4,4845;94,1745;89,69;89,69;4,761904762;4,4845;4,9
Normal;1;4,4845;94,1745;89,69;89,69;4,761904762;4,4845;4,9
Male;1;4,4845;94,1745;89,69;89,69;4,761904762;4,4845;4,9
Fashion accessories;1;4,4845;94,1745;89,69;89,69;4,761904762;4,4845;4,9
01/11/2019;1;4,4845;94,1745;89,69;89,69;4,761904762;4,4845;4,9
11;1;4,4845;94,1745;89,69;89,69;4,761904762;4,4845;4,9
479-26-8945;2;1,649;34,629;16,49;32,98;4,761904762;1,649;4,6
B;2;1,649;34,629;16,49;32,98;4,761904762;1,649;4,6
Mandalay;2;1,649;34,629;16,49;32,98;4,761904762;1,649;4,6
Member;2;1,649;34,629;16,49;32,98;4,761904762;1,649;4,6
Female;2;1,649;34,629;16,49;32,98;4,761904762;1,649;4,6
Sports and travel;2;1,649;34,629;16,49;32,98;4,761904762;1,649;4,6
02/05/2019;2;1,649;34,629;16,49;32,98;4,761904762;1,649;4,6
11;2;1,649;34,629;16,49;32,98;4,761904762;1,649;4,6
480-63-2856;8;7,7;161,7;19,25;154;4,761904762;7,7;6,6
C;8;7,7;161,7;19,25;154;4,761904762;7,7;6,6
Naypyitaw;8;7,7;161,7;19,25;154;4,761904762;7,7;6,6
Normal;8;7,7;161,7;19,25;154;4,761904762;7,7;6,6
Male;8;7,7;161,7;19,25;154;4,761904762;7,7;6,6
Food and beverages;8;7,7;161,7;19,25;154;4,761904762;7,7;6,6
1/23/2019;8;7,7;161,7;19,25;154;4,761904762;7,7;6,6
18;8;7,7;161,7;19,25;154;4,761904762;7,7;6,6
482-17-1179;3;1,791;37,611;11,94;35,82;4,761904762;1,791;8,1
A;3;1,791;37,611;11,94;35,82;4,761904762;1,791;8,1
Yangon;3;1,791;37,611;11,94;35,82;4,761904762;1,791;8,1
Member;3;1,791;37,611;11,94;35,82;4,761904762;1,791;8,1
Male;3;1,791;37,611;11,94;35,82;4,761904762;1,791;8,1
Electronic accessories;3;1,791;37,611;11,94;35,82;4,761904762;1,791;8,1
1/19/2019;3;1,791;37,611;11,94;35,82;4,761904762;1,791;8,1
12;3;1,791;37,611;11,94;35,82;4,761904762;1,791;8,1
483-71-1164;6;24,39;512,19;81,3;487,8;4,761904762;24,39;5,3
C;6;24,39;512,19;81,3;487,8;4,761904762;24,39;5,3
Naypyitaw;6;24,39;512,19;81,3;487,8;4,761904762;24,39;5,3
Normal;6;24,39;512,19;81,3;487,8;4,761904762;24,39;5,3
Female;6;24,39;512,19;81,3;487,8;4,761904762;24,39;5,3
Health and beauty;6;24,39;512,19;81,3;487,8;4,761904762;24,39;5,3
03/08/2019;6;24,39;512,19;81,3;487,8;4,761904762;24,39;5,3
16;6;24,39;512,19;81,3;487,8;4,761904762;24,39;5,3
484-22-8230;7;18,1615;381,3915;51,89;363,23;4,761904762;18,1615;4,5
C;7;18,1615;381,3915;51,89;363,23;4,761904762;18,1615;4,5
Naypyitaw;7;18,1615;381,3915;51,89;363,23;4,761904762;18,1615;4,5
Member;7;18,1615;381,3915;51,89;363,23;4,761904762;18,1615;4,5
Female;7;18,1615;381,3915;51,89;363,23;4,761904762;18,1615;4,5
Fashion accessories;7;18,1615;381,3915;51,89;363,23;4,761904762;18,1615;4,5
